,text
4406,"The Duomo, close at hand, is one of the finest cathedrals in Europe. It is eight hundred years old. Its grandeur has outlived the high commercial prosperity and the political importance that made it a necessity, or rather a possibility. Surrounded by poverty, decay and ruin, it conveys to us a more tangible impression of the former greatness of Pisa than books could give us."
4407,"The Baptistery, which is a few years older than the Leaning Tower, is a stately rotunda, of huge dimensions, and was a costly structure. In it hangs the lamp whose measured swing suggested to Galileo the pendulum. It looked an insignificant thing to have conferred upon the world of science and mechanics such a mighty extension of their dominions as it has. Pondering, in its suggestive presence, I seemed to see a crazy universe of swinging disks, the toiling children of this sedate parent. He appeared to have an intelligent expression about him of knowing that he was not a lamp at all; that he was a Pendulum; a pendulum disguised, for prodigious and inscrutable purposes of his own deep devising, and not a common pendulum either, but the old original patriarchal Pendulum--the Abraham Pendulum of the world."
4408,"This Baptistery is endowed with the most pleasing echo of all the echoes we have read of. The guide sounded two sonorous notes, about half an octave apart; the echo answered with the most enchanting, the most melodious, the richest blending of sweet sounds that one can imagine. It was like a long-drawn chord of a church organ, infinitely softened by distance. I may be extravagant in this matter, but if this be the case my ear is to blame--not my pen. I am describing a memory--and one that will remain long with me."
4409,"The peculiar devotional spirit of the olden time, which placed a higher confidence in outward forms of worship than in the watchful guarding of the heart against sinful thoughts and the hands against sinful deeds, and which believed in the protecting virtues of inanimate objects made holy by contact with holy things, is illustrated in a striking manner in one of the cemeteries of Pisa. The tombs are set in soil brought in ships from the Holy Land ages ago. To be buried in such ground was regarded by the ancient Pisans as being more potent for salvation than many masses purchased of the church and the vowing of many candles to the Virgin."
4410,"Pisa is believed to be about three thousand years old. It was one of the twelve great cities of ancient Etruria, that commonwealth which has left so many monuments in testimony of its extraordinary advancement, and so little history of itself that is tangible and comprehensible. A Pisan antiquarian gave me an ancient tear-jug which he averred was full four thousand years old. It was found among the ruins of one of the oldest of the Etruscan cities. He said it came from a tomb, and was used by some bereaved family in that remote age when even the Pyramids of Egypt were young, Damascus a village, Abraham a prattling infant and ancient Troy not yet [dreampt] of, to receive the tears wept for some lost idol of a household. It spoke to us in a language of its own; and with a pathos more tender than any words might bring, its mute eloquence swept down the long roll of the centuries with its tale of a vacant chair, a familiar footstep missed from the threshold, a pleasant voice gone from the chorus, a vanished form!--a tale which is always so new to us, so startling, so terrible, so benumbing to the senses, and behold how threadbare and old it is! No shrewdly-worded history could have brought the myths and shadows of that old dreamy age before us clothed with human flesh and warmed with human sympathies so vividly as did this poor little unsentient vessel of pottery."
4411,"Pisa was a republic in the middle ages, with a government of her own, armies and navies of her own and a great commerce. She was a warlike power, and inscribed upon her banners many a brilliant fight with Genoese and Turks. It is said that the city once numbered a population of four hundred thousand; but her sceptre has passed from her grasp, now, her ships and her armies are gone, her commerce is dead. Her battle-flags bear the mold and the dust of centuries, her marts are deserted, she has shrunken far within her crumbling walls, and her great population has diminished to twenty thousand souls. She has but one thing left to boast of, and that is not much, viz: she is the second city of Tuscany."
4412,"We reached Leghorn in time to see all we wished to see of it long before the city gates were closed for the evening, and then came on board the ship."
4413,"We felt as though we had been away from home an age. We never entirely appreciated, before, what a very pleasant den our state-room is; nor how jolly it is to sit at dinner in one’s own seat in one’s own cabin, and hold familiar conversation with friends in one’s own language. Oh, the rare happiness of comprehending every single word that is said, and knowing that every word one says in return will be understood as well! We would talk ourselves to death, now, only there are only about ten passengers out of the sixty-five to talk to. The others are wandering, we hardly know where. We shall not go ashore in Leghorn. We are surfeited with Italian cities for the present, and much prefer to walk the familiar quarterdeck and view this one from a distance."
4414,"The stupid magnates of this Leghorn government can not understand that so large a steamer as ours could cross the broad Atlantic with no other purpose than to indulge a party of ladies and gentlemen in a pleasure excursion. It looks too improbable. It is suspicious, they think. Something more important must be hidden behind it all. They can not understand it, and they scorn the evidence of the ship’s papers. They have decided at last that we are a battalion of incendiary, blood-thirsty Garibaldians in disguise! And in all seriousness they have set a gun-boat to watch the vessel night and day, with orders to close down on any revolutionary movement in a twinkling! Police boats are on patrol duty about us all the time, and it is as much as a sailor’s liberty is worth to show himself in a red shirt. These policemen follow the executive officer’s boat from shore to ship and from ship to shore and watch his dark maneuvers with a vigilant eye. They will arrest him yet unless he assumes an expression of countenance that shall have less of carnage, insurrection and sedition in it. A visit paid in a friendly way to General Garibaldi yesterday (by cordial invitation,) by some of our passengers, has gone far to confirm the dread suspicions the government harbors toward us. It is thought the friendly visit was only the cloak of a bloody conspiracy. These people draw near and watch us when we bathe in the sea from the ship’s side. Do they think we are communing with a reserve force of rascals at the bottom?"
4415,"It is said that we shall probably be quarantined at Naples. Two or three of us prefer not to run this risk. Therefore, when we are rested, we propose to go in a French steamer to Civita and from thence to Rome, and by rail to Naples. They do not quarantine the cars, no matter where they got their passengers from."
4416,"There are a good many things about this Italy which I do not understand--and more especially I can not understand how a bankrupt Government can have such palatial railroad depots and such marvels of turnpikes. Why, these latter are as hard as adamant, as straight as a line, as smooth as a floor, and as white as snow. When it is too dark to see any other object, one can still see the white turnpikes of France and Italy; and they are clean enough to eat from, without a table-cloth. And yet no tolls are charged."
4417,"As for the railways--we have none like them. The cars slide as smoothly along as if they were on runners. The depots are vast palaces of cut marble, with stately colonnades of the same royal stone traversing them from end to end, and with ample walls and ceilings richly decorated with frescoes. The lofty gateways are graced with statues, and the broad floors are all laid in polished flags of marble."
4418,"These things win me more than Italy’s hundred galleries of priceless art treasures, because I can understand the one and am not competent to appreciate the other. In the turnpikes, the railways, the depots, and the new boulevards of uniform houses in Florence and other cities here, I see the genius of Louis Napoleon, or rather, I see the works of that statesman imitated. But Louis has taken care that in France there shall be a foundation for these improvements--money. He has always the wherewithal to back up his projects; they strengthen France and never weaken her. Her material prosperity is genuine. But here the case is different. This country is bankrupt. There is no real foundation for these great works. The prosperity they would seem to indicate is a pretence. There is no money in the treasury, and so they enfeeble her instead of strengthening. Italy has achieved the dearest wish of her heart and become an independent State--and in so doing she has drawn an elephant in the political lottery. She has nothing to feed it on. Inexperienced in government, she plunged into all manner of useless expenditure, and swamped her treasury almost in a day. She squandered millions of francs on a navy which she did not need, and the first time she took her new toy into action she got it knocked higher than Gilderoy’s kite--to use the language of the Pilgrims."
4419,"But it is an ill-wind that blows nobody good. A year ago, when Italy saw utter ruin staring her in the face and her greenbacks hardly worth the paper they were printed on, her Parliament ventured upon a ‘coup de main’ that would have appalled the stoutest of her statesmen under less desperate circumstances. They, in a manner, confiscated the domains of the Church! This in priest-ridden Italy! This in a land which has groped in the midnight of priestly superstition for sixteen hundred years! It was a rare good fortune for Italy, the stress of weather that drove her to break from this prison-house."
4420,"They do not call it confiscating the church property. That would sound too harshly yet. But it amounts to that. There are thousands of churches in Italy, each with untold millions of treasures stored away in its closets, and each with its battalion of priests to be supported. And then there are the estates of the Church--league on league of the richest lands and the noblest forests in all Italy--all yielding immense revenues to the Church, and none paying a cent in taxes to the State. In some great districts the Church owns all the property--lands, watercourses, woods, mills and factories. They buy, they sell, they manufacture, and since they pay no taxes, who can hope to compete with them?"
4421,"Well, the Government has seized all this in effect, and will yet seize it in rigid and unpoetical reality, no doubt. Something must be done to feed a starving treasury, and there is no other resource in all Italy--none but the riches of the Church. So the Government intends to take to itself a great portion of the revenues arising from priestly farms, factories, etc., and also intends to take possession of the churches and carry them on, after its own fashion and upon its own responsibility. In a few instances it will leave the establishments of great pet churches undisturbed, but in all others only a handful of priests will be retained to preach and pray, a few will be pensioned, and the balance turned adrift."
4422,"Pray glance at some of these churches and their embellishments, and see whether the Government is doing a righteous thing or not. In Venice, today, a city of a hundred thousand inhabitants, there are twelve hundred priests. Heaven only knows how many there were before the Parliament reduced their numbers. There was the great Jesuit Church. Under the old regime it required sixty priests to engineer it--the Government does it with five, now, and the others are discharged from service. All about that church wretchedness and poverty abound. At its door a dozen hats and bonnets were doffed to us, as many heads were humbly bowed, and as many hands extended, appealing for pennies--appealing with foreign words we could not understand, but appealing mutely, with sad eyes, and sunken cheeks, and ragged raiment, that no words were needed to translate. Then we passed within the great doors, and it seemed that the riches of the world were before us! Huge columns carved out of single masses of marble, and inlaid from top to bottom with a hundred intricate figures wrought in costly verde antique; pulpits of the same rich materials, whose draperies hung down in many a pictured fold, the stony fabric counterfeiting the delicate work of the loom; the grand altar brilliant with polished facings and balustrades of oriental agate, jasper, verde antique, and other precious stones, whose names, even, we seldom hear--and slabs of priceless lapis lazuli lavished every where as recklessly as if the church had owned a quarry of it. In the midst of all this magnificence, the solid gold and silver furniture of the altar seemed cheap and trivial. Even the floors and ceilings cost a princely fortune."
4423,"Now, where is the use of allowing all those riches to lie idle, while half of that community hardly know, from day to day, how they are going to keep body and soul together? And, where is the wisdom in permitting hundreds upon hundreds of millions of francs to be locked up in the useless trumpery of churches all over Italy, and the people ground to death with taxation to uphold a perishing Government?"
4424,"As far as I can see, Italy, for fifteen hundred years, has turned all her energies, all her finances, and all her industry to the building up of a vast array of wonderful church edifices, and starving half her citizens to accomplish it. She is to-day one vast museum of magnificence and misery. All the churches in an ordinary American city put together could hardly buy the jeweled frippery in one of her hundred cathedrals. And for every beggar in America, Italy can show a hundred--and rags and vermin to match. It is the wretchedest, princeliest land on earth."
4425,"Look at the grand Duomo of Florence--a vast pile that has been sapping the purses of her citizens for five hundred years, and is not nearly finished yet. Like all other men, I fell down and worshipped it, but when the filthy beggars swarmed around me the contrast was too striking, too suggestive, and I said, “O, sons of classic Italy, is the spirit of enterprise, of self-reliance, of noble endeavor, utterly dead within ye? Curse your indolent worthlessness, why don’t you rob your church?”"
4426,"Three hundred happy, comfortable priests are employed in that Cathedral."
4427,"And now that my temper is up, I may as well go on and abuse every body I can think of. They have a grand mausoleum in Florence, which they built to bury our Lord and Saviour and the Medici family in. It sounds blasphemous, but it is true, and here they act blasphemy. The dead and damned Medicis who cruelly tyrannized over Florence and were her curse for over two hundred years, are salted away in a circle of costly vaults, and in their midst the Holy Sepulchre was to have been set up. The expedition sent to Jerusalem to seize it got into trouble and could not accomplish the burglary, and so the centre of the mausoleum is vacant now. They say the entire mausoleum was intended for the Holy Sepulchre, and was only turned into a family burying place after the Jerusalem expedition failed--but you will excuse me. Some of those Medicis would have smuggled themselves in sure.--What they had not the effrontery to do, was not worth doing. Why, they had their trivial, forgotten exploits on land and sea pictured out in grand frescoes (as did also the ancient Doges of Venice) with the Saviour and the Virgin throwing bouquets to them out of the clouds, and the Deity himself applauding from his throne in Heaven! And who painted these things? Why, Titian, Tintoretto, Paul Veronese, Raphael--none other than the world’s idols, the “old masters.”"
4428,"Andrea del Sarto glorified his princes in pictures that must save them for ever from the oblivion they merited, and they let him starve. Served him right. Raphael pictured such infernal villains as Catherine and Marie de Medicis seated in heaven and conversing familiarly with the Virgin Mary and the angels, (to say nothing of higher personages,) and yet my friends abuse me because I am a little prejudiced against the old masters--because I fail sometimes to see the beauty that is in their productions. I can not help but see it, now and then, but I keep on protesting against the groveling spirit that could persuade those masters to prostitute their noble talents to the adulation of such monsters as the French, Venetian and Florentine Princes of two and three hundred years ago, all the same."
4429,"I am told that the old masters had to do these shameful things for bread, the princes and potentates being the only patrons of art. If a grandly gifted man may drag his pride and his manhood in the dirt for bread rather than starve with the nobility that is in him untainted, the excuse is a valid one. It would excuse theft in Washingtons and Wellingtons, and unchastity in women as well."
4430,"But somehow, I can not keep that Medici mausoleum out of my memory. It is as large as a church; its pavement is rich enough for the pavement of a King’s palace; its great dome is gorgeous with frescoes; its walls are made of--what? Marble?--plaster?--wood?--paper? No. Red porphyry--verde antique--jasper--oriental agate--alabaster--mother-of-pearl--chalcedony--red coral--lapis lazuli! All the vast walls are made wholly of these precious stones, worked in, and in and in together in elaborate pattern s and figures, and polished till they glow like great mirrors with the pictured splendors reflected from the dome overhead. And before a statue of one of those dead Medicis reposes a crown that blazes with diamonds and emeralds enough to buy a ship-of-the-line, almost. These are the things the Government has its evil eye upon, and a happy thing it will be for Italy when they melt away in the public treasury."
4431,"And now----. However, another beggar approaches. I will go out and destroy him, and then come back and write another chapter of vituperation."
4432,"Having eaten the friendless orphan--having driven away his comrades--having grown calm and reflective at length--I now feel in a kindlier mood. I feel that after talking so freely about the priests and the churches, justice demands that if I know any thing good about either I ought to say it. I have heard of many things that redound to the credit of the priesthood, but the most notable matter that occurs to me now is the devotion one of the mendicant orders showed during the prevalence of the cholera last year. I speak of the Dominican friars--men who wear a coarse, heavy brown robe and a cowl, in this hot climate, and go barefoot. They live on alms altogether, I believe. They must unquestionably love their religion, to suffer so much for it. When the cholera was raging in Naples; when the people were dying by hundreds and hundreds every day; when every concern for the public welfare was swallowed up in selfish private interest, and every citizen made the taking care of himself his sole object, these men banded themselves together and went about nursing the sick and burying the dead. Their noble efforts cost many of them their lives. They laid them down cheerfully, and well they might. Creeds mathematically precise, and hair-splitting niceties of doctrine, are absolutely necessary for the salvation of some kinds of souls, but surely the charity, the purity, the unselfishness that are in the hearts of men like these would save their souls though they were bankrupt in the true religion--which is ours."
4433,"One of these fat bare-footed rascals came here to Civita Vecchia with us in the little French steamer. There were only half a dozen of us in the cabin. He belonged in the steerage. He was the life of the ship, the bloody-minded son of the Inquisition! He and the leader of the marine band of a French man-of-war played on the piano and sang opera turn about; they sang duets together; they rigged impromptu theatrical costumes and gave us extravagant farces and pantomimes. We got along first-rate with the friar, and were excessively conversational, albeit he could not understand what we said, and certainly he never uttered a word that we could guess the meaning of."
4434,"This Civita Vecchia is the finest nest of dirt, vermin and ignorance we have found yet, except that African perdition they call Tangier, which is just like it. The people here live in alleys two yards wide, which have a smell about them which is peculiar but not entertaining. It is well the alleys are not wider, because they hold as much smell now as a person can stand, and of course, if they were wider they would hold more, and then the people would die. These alleys are paved with stone, and carpeted with deceased cats, and decayed rags, and decomposed vegetable-tops, and remnants of old boots, all soaked with dish-water, and the people sit around on stools and enjoy it. They are indolent, as a general thing, and yet have few pastimes. They work two or three hours at a time, but not hard, and then they knock off and catch flies. This does not require any talent, because they only have to grab--if they do not get the one they are after, they get another. It is all the same to them. They have no partialities. Whichever one they get is the one they want."
4435,"They have other kinds of insects, but it does not make them arrogant. They are very quiet, unpretending people. They have more of these kind of things than other communities, but they do not boast."
4436,"They are very uncleanly--these people--in face, in person and dress. When they see any body with a clean shirt on, it arouses their scorn. The women wash clothes, half the day, at the public tanks in the streets, but they are probably somebody else’s. Or may be they keep one set to wear and another to wash; because they never put on any that have ever been washed. When they get done washing, they sit in the alleys and nurse their cubs. They nurse one ash-cat at a time, and the others scratch their backs against the door-post and are happy."
4437,"All this country belongs to the Papal States. They do not appear to have any schools here, and only one billiard table. Their education is at a very low stage. One portion of the men go into the military, another into the priesthood, and the rest into the shoe-making business."
4438,"They keep up the passport system here, but so they do in Turkey. This shows that the Papal States are as far advanced as Turkey. This fact will be alone sufficient to silence the tongues of malignant calumniators. I had to get my passport vised for Rome in Florence, and then they would not let me come ashore here until a policeman had examined it on the wharf and sent me a permit. They did not even dare to let me take my passport in my hands for twelve hours, I looked so formidable. They judged it best to let me cool down. They thought I wanted to take the town, likely. Little did they know me. I wouldn’t have it. They examined my baggage at the depot. They took one of my ablest jokes and read it over carefully twice and then read it backwards. But it was too deep for them. They passed it around, and every body speculated on it awhile, but it mastered them all."
4439,"It was no common joke. At length a veteran officer spelled it over deliberately and shook his head three or four times and said that in his opinion it was seditious. That was the first time I felt alarmed. I immediately said I would explain the document, and they crowded around. And so I explained and explained and explained, and they took notes of all I said, but the more I explained the more they could not understand it, and when they desisted at last, I could not even understand it myself."
4440,"They said they believed it was an incendiary document, leveled at the government. I declared solemnly that it was not, but they only shook their heads and would not be satisfied. Then they consulted a good while; and finally they confiscated it. I was very sorry for this, because I had worked a long time on that joke, and took a good deal of pride in it, and now I suppose I shall never see it any more. I suppose it will be sent up and filed away among the criminal archives of Rome, and will always be regarded as a mysterious infernal machine which would have blown up like a mine and scattered the good Pope all around, but for a miraculous providential interference. And I suppose that all the time I am in Rome the police will dog me about from place to place because they think I am a dangerous character."
4441,"It is fearfully hot in Civita Vecchia. The streets are made very narrow and the houses built very solid and heavy and high, as a protection against the heat. This is the first Italian town I have seen which does not appear to have a patron saint. I suppose no saint but the one that went up in the chariot of fire could stand the climate."
4442,"There is nothing here to see. They have not even a cathedral, with eleven tons of solid silver archbishops in the back room; and they do not show you any moldy buildings that are seven thousand years old; nor any smoke-dried old fire-screens which are chef d’oeuvres of Reubens or Simpson, or Titian or Ferguson, or any of those parties; and they haven’t any bottled fragments of saints, and not even a nail from the true cross. We are going to Rome. There is nothing to see here."
4443,"What is it that confers the noblest delight? What is that which swells a man’s breast with pride above that which any other experience can bring to him? Discovery! To know that you are walking where none others have walked; that you are beholding what human eye has not seen before; that you are breathing a virgin atmosphere. To give birth to an idea--to discover a great thought--an intellectual nugget, right under the dust of a field that many a brain--plow had gone over before. To find a new planet, to invent a new hinge, to find the way to make the lightnings carry your messages. To be the first--that is the idea. To do something, say something, see something, before any body else--these are the things that confer a pleasure compared with which other pleasures are tame and commonplace, other ecstasies cheap and trivial. Morse, with his first message, brought by his servant, the lightning; Fulton, in that long-drawn century of suspense, when he placed his hand upon the throttle-valve and lo, the steamboat moved; Jenner, when his patient with the cow’s virus in his blood, walked through the smallpox hospitals unscathed; Howe, when the idea shot through his brain that for a hundred and twenty generations the eye had been bored through the wrong end of the needle; the nameless lord of art who laid down his chisel in some old age that is forgotten, now, and gloated upon the finished Laocoon; Daguerre, when he commanded the sun, riding in the zenith, to print the landscape upon his insignificant silvered plate, and he obeyed; Columbus, in the Pinta’s shrouds, when he swung his hat above a fabled sea and gazed abroad upon an unknown world! These are the men who have really lived--who have actually comprehended what pleasure is--who have crowded long lifetimes of ecstasy into a single moment."
4444,"What is there in Rome for me to see that others have not seen before me? What is there for me to touch that others have not touched? What is there for me to feel, to learn, to hear, to know, that shall thrill me before it pass to others? What can I discover?--Nothing. Nothing whatsoever. One charm of travel dies here. But if I were only a Roman!--If, added to my own I could be gifted with modern Roman sloth, modern Roman superstition, and modern Roman boundlessness of ignorance, what bewildering worlds of unsuspected wonders I would discover! Ah, if I were only a habitant of the Campagna five and twenty miles from Rome! Then I would travel."
4445,"I would go to America, and see, and learn, and return to the Campagna and stand before my countrymen an illustrious discoverer. I would say:"
4446,"“I saw there a country which has no overshadowing Mother Church, and yet the people survive. I saw a government which never was protected by foreign soldiers at a cost greater than that required to carry on the government itself. I saw common men and common women who could read; I even saw small children of common country people reading from books; if I dared think you would believe it, I would say they could write, also."
4447,"“In the cities I saw people drinking a delicious beverage made of chalk and water, but never once saw goats driven through their Broadway or their Pennsylvania Avenue or their Montgomery street and milked at the doors of the houses. I saw real glass windows in the houses of even the commonest people. Some of the houses are not of stone, nor yet of bricks; I solemnly swear they are made of wood. Houses there will take fire and burn, sometimes--actually burn entirely down, and not leave a single vestige behind. I could state that for a truth, upon my death-bed. And as a proof that the circumstance is not rare, I aver that they have a thing which they call a fire-engine, which vomits forth great streams of water, and is kept always in readiness, by night and by day, to rush to houses that are burning. You would think one engine would be sufficient, but some great cities have a hundred; they keep men hired, and pay them by the month to do nothing but put out fires. For a certain sum of money other men will insure that your house shall not burn down; and if it burns they will pay you for it. There are hundreds and thousands of schools, and any body may go and learn to be wise, like a priest. In that singular country if a rich man dies a sinner, he is damned; he can not buy salvation with money for masses. There is really not much use in being rich, there. Not much use as far as the other world is concerned, but much, very much use, as concerns this; because there, if a man be rich, he is very greatly honored, and can become a legislator, a governor, a general, a senator, no matter how ignorant an ass he is--just as in our beloved Italy the nobles hold all the great places, even though sometimes they are born noble idiots. There, if a man be rich, they give him costly presents, they ask him to feasts, they invite him to drink complicated beverages; but if he be poor and in debt, they require him to do that which they term to ‘settle.’ The women put on a different dress almost every day; the dress is usually fine, but absurd in shape; the very shape and fashion of it changes twice in a hundred years; and did I but covet to be called an extravagant falsifier, I would say it changed even oftener. Hair does not grow upon the American women’s heads; it is made for them by cunning workmen in the shops, and is curled and frizzled into scandalous and ungodly forms. Some persons wear eyes of glass which they see through with facility perhaps, else they would not use them; and in the mouths of some are teeth made by the sacrilegious hand of man. The dress of the men is laughably grotesque. They carry no musket in ordinary life, nor no \ long-pointed pole; they wear no wide green-lined cloak; they wear no peaked black felt hat, no leathern gaiters reaching to the knee, no goat-skin breeches with the hair side out, no hob-nailed shoes, no prodigious spurs. They wear a conical hat termed a “nail-keg;” a coat of saddest black; a shirt which shows dirt so easily that it has to be changed every month, and is very troublesome; things called pantaloons, which are held up by shoulder straps, and on their feet they wear boots which are ridiculous in pattern and can stand no wear. Yet dressed in this fantastic garb, these people laughed at my costume. In that country, books are so common that it is really no curiosity to see one. Newspapers also. They have a great machine which prints such things by thousands every hour."
4448,"“I saw common men, there--men who were neither priests nor princes--who yet absolutely owned the land they tilled. It was not rented from the church, nor from the nobles. I am ready to take my oath of this. In that country you might fall from a third story window three several times, and not mash either a soldier or a priest.--The scarcity of such people is astonishing. In the cities you will see a dozen civilians for every soldier, and as many for every priest or preacher. Jews, there, are treated just like human beings, instead of dogs. They can work at any business they please; they can sell brand new goods if they want to; they can keep drug-stores; they can practice medicine among Christians; they can even shake hands with Christians if they choose; they can associate with them, just the same as one human being does with another human being; they don’t have to stay shut up in one corner of the towns; they can live in any part of a town they like best; it is said they even have the privilege of buying land and houses, and owning them themselves, though I doubt that, myself; they never have had to run races naked through the public streets, against jackasses, to please the people in carnival time; there they never have been driven by the soldiers into a church every Sunday for hundreds of years to hear themselves and their religion especially and particularly cursed; at this very day, in that curious country, a Jew is allowed to vote, hold office, yea, get up on a rostrum in the public street and express his opinion of the government if the government don’t suit him! Ah, it is wonderful. The common people there know a great deal; they even have the effrontery to complain if they are not properly governed, and to take hold and help conduct the government themselves; if they had laws like ours, which give one dollar of every three a crop produces to the government for taxes, they would have that law altered: instead of paying thirty-three dollars in taxes, out of every one hundred they receive, they complain if they have to pay seven. They are curious people. They do not know when they are well off. Mendicant priests do not prowl among them with baskets begging for the church and eating up their substance. One hardly ever sees a minister of the gospel going around there in his bare feet, with a basket, begging for subsistence. In that country the preachers are not like our mendicant orders of friars--they have two or three suits of clothing, and they wash sometimes. In that land are mountains far higher than the Alban mountains; the vast Roman Campagna, a hundred miles long and full forty broad, is really small compared to the United States of America; the Tiber, that celebrated river of ours, which stretches its mighty course almost two hundred miles, and which a lad can scarcely throw a stone across at Rome, is not so long, nor yet so wide, as the American Mississippi--nor yet the Ohio, nor even the Hudson. In America the people are absolutely wiser and know much more than their grandfathers did. They do not plow with a sharpened stick, nor yet with a three-cornered block of wood that merely scratches the top of the ground. We do that because our fathers did, three thousand years ago, I suppose. But those people have no holy reverence for their ancestors. They plow with a plow that is a sharp, curved blade of iron, and it cuts into the earth full five inches. And this is not all. They cut their grain with a horrid machine that mows down whole fields in a day. If I dared, I would say that sometimes they use a blasphemous plow that works by fire and vapor and tears up an acre of ground in a single hour--but--but--I see by your looks that you do not believe the things I am telling you. Alas, my character is ruined, and I am a branded speaker of untruths!”"
4449,"Of course we have been to the monster Church of St. Peter, frequently. I knew its dimensions. I knew it was a prodigious structure. I knew it was just about the length of the capitol at Washington--say seven hundred and thirty feet. I knew it was three hundred and sixty-four feet wide, and consequently wider than the capitol. I knew that the cross on the top of the dome of the church was four hundred and thirty-eight feet above the ground, and therefore about a hundred or may be a hundred and twenty-five feet higher than the dome of the capitol.--Thus I had one gauge. I wished to come as near forming a correct idea of how it was going to look, as possible; I had a curiosity to see how much I would err. I erred considerably. St. Peter’s did not look nearly so large as the capitol, and certainly not a twentieth part as beautiful, from the outside."
4450,"When we reached the door, and stood fairly within the church, it was impossible to comprehend that it was a very large building. I had to cipher a comprehension of it. I had to ransack my memory for some more similes. St. Peter’s is bulky. Its height and size would represent two of the Washington capitol set one on top of the other--if the capitol were wider; or two blocks or two blocks and a half of ordinary buildings set one on top of the other. St. Peter’s was that large, but it could and would not look so. The trouble was that every thing in it and about it was on such a scale of uniform vastness that there were no contrasts to judge by--none but the people, and I had not noticed them. They were insects. The statues of children holding vases of holy water were immense, according to the tables of figures, but so was every thing else around them. The mosaic pictures in the dome were huge, and were made of thousands and thousands of cubes of glass as large as the end of my little finger, but those pictures looked smooth, and gaudy of color, and in good proportion to the dome. Evidently they would not answer to measure by. Away down toward the far end of the church (I thought it was really clear at the far end, but discovered afterward that it was in the centre, under the dome,) stood the thing they call the baldacchino--a great bronze pyramidal frame-work like that which upholds a mosquito bar. It only looked like a considerably magnified bedstead--nothing more. Yet I knew it was a good deal more than half as high as Niagara Falls. It was overshadowed by a dome so mighty that its own height was snubbed. The four great square piers or pillars that stand equidistant from each other in the church, and support the roof, I could not work up to their real dimensions by any method of comparison. I knew that the faces of each were about the width of a very large dwelling-house front, (fifty or sixty feet,) and that they were twice as high as an ordinary three-story dwelling, but still they looked small. I tried all the different ways I could think of to compel myself to understand how large St. Peter’s was, but with small success. The mosaic portrait of an Apostle who was writing with a pen six feet long seemed only an ordinary Apostle."
4451,"But the people attracted my attention after a while. To stand in the door of St. Peter’s and look at men down toward its further extremity, two blocks away, has a diminishing effect on them; surrounded by the prodigious pictures and statues, and lost in the vast spaces, they look very much smaller than they would if they stood two blocks away in the open air. I “averaged” a man as he passed me and watched him as he drifted far down by the baldacchino and beyond--watched him dwindle to an insignificant school-boy, and then, in the midst of the silent throng of human pigmies gliding about him, I lost him. The church had lately been decorated, on the occasion of a great ceremony in honor of St. Peter, and men were engaged, now, in removing the flowers and gilt paper from the walls and pillars. As no ladders could reach the great heights, the men swung themselves down from balustrades and the capitals of pilasters by ropes, to do this work. The upper gallery which encircles the inner sweep of the dome is two hundred and forty feet above the floor of the church--very few steeples in America could reach up to it. Visitors always go up there to look down into the church because one gets the best idea of some of the heights and distances from that point. While we stood on the floor one of the workmen swung loose from that gallery at the end of a long rope. I had not supposed, before, that a man could look so much like a spider. He was insignificant in size, and his rope seemed only a thread. Seeing that he took up so little space, I could believe the story, then, that ten thousand troops went to St. Peter’s, once, to hear mass, and their commanding officer came afterward, and not finding them, supposed they had not yet arrived. But they were in the church, nevertheless--they were in one of the transepts. Nearly fifty thousand persons assembled in St. Peter’s to hear the publishing of the dogma of the Immaculate Conception. It is estimated that the floor of the church affords standing room for--for a large number of people; I have forgotten the exact figures. But it is no matter--it is near enough."
4452,"They have twelve small pillars, in St. Peter’s, which came from Solomon’s Temple. They have, also--which was far more interesting to me--a piece of the true cross, and some nails, and a part of the crown of thorns."
